Country or Area,Commodity - Transaction,Year,Unit,Quantity,Quantity Footnotes
Czechia,"Heat - Own use by electricity, CHP and heat plants",2013,Terajoules,26318,
Czechia,"Heat - Own use by electricity, CHP and heat plants",2012,Terajoules,25726,
Czechia,"Heat - Own use by electricity, CHP and heat plants",2011,Terajoules,27348,
Czechia,"Heat - Own use by electricity, CHP and heat plants",2010,Terajoules,28109,
Czechia,"Heat - Own use by electricity, CHP and heat plants",2009,Terajoules,0,
Czechia,"Heat - Own use by electricity, CHP and heat plants",2008,Terajoules,0,
Czechia,"Heat - Own use by electricity, CHP and heat plants",2007,Terajoules,0,
Czechia,"Heat - Own use by electricity, CHP and heat plants",2006,Terajoules,0,
Czechia,"Heat - Own use by electricity, CHP and heat plants",2005,Terajoules,0,
Czechia,"Heat - Own use by electricity, CHP and heat plants",2004,Terajoules,0,
Czechia,"Heat - Own use by electricity, CHP and heat plants",2003,Terajoules,0,
Czechia,"Heat - Own use by electricity, CHP and heat plants",2002,Terajoules,0,
Czechia,"Heat - Own use by electricity, CHP and heat plants",2001,Terajoules,0,
Czechia,"Heat - Own use by electricity, CHP and heat plants",2000,Terajoules,0,
Czechia,"Heat - Own use by electricity, CHP and heat plants",1999,Terajoules,0,
Czechia,"Heat - Own use by electricity, CHP and heat plants",1998,Terajoules,0,
Czechia,"Heat - Own use by electricity, CHP and heat plants",1997,Terajoules,0,
Czechia,"Heat - Own use by electricity, CHP and heat plants",1996,Terajoules,0,
Czechia,"Heat - Own use by electricity, CHP and heat plants",1995,Terajoules,0,
Czechia,"Heat - Own use by electricity, CHP and heat plants",1994,Terajoules,0,
Czechia,"Heat - Own use by electricity, CHP and heat plants",1993,Terajoules,0,
Czechia,"Heat - Own use by electricity, CHP and heat plants",1992,Terajoules,0,
Czechia,Heat - Other energy industry own use,2015,Terajoules,0,
Czechia,Heat - Other energy industry own use,2014,Terajoules,0,
Czechia,Heat - Other energy industry own use,2013,Terajoules,0,
Czechia,Heat - Other energy industry own use,2012,Terajoules,0,
Czechia,Heat - Other energy industry own use,2011,Terajoules,0,
Czechia,Heat - Other energy industry own use,2010,Terajoules,0,
Czechia,Heat - Other energy industry own use,2009,Terajoules,2,
Czechia,Heat - Other energy industry own use,2008,Terajoules,2,
Czechia,Heat - Other energy industry own use,2007,Terajoules,2,
Czechia,Heat - Other energy industry own use,2006,Terajoules,2,
Czechia,Heat - Other energy industry own use,2005,Terajoules,2,
Czechia,Heat - Other energy industry own use,2004,Terajoules,2,
Czechia,Heat - Other energy industry own use,2003,Terajoules,2,
Czechia,Heat - Other energy industry own use,2002,Terajoules,2,
Czechia,Heat - Other energy industry own use,2001,Terajoules,2,
Czechia,Heat - Other energy industry own use,1999,Terajoules,2,
Czechia,Heat - Other energy industry own use,1998,Terajoules,2,
Czechia,Heat - Other energy industry own use,1997,Terajoules,12,
Czechia,Heat - Other energy industry own use,1996,Terajoules,179,
Czechia,Heat - Other energy industry own use,1995,Terajoules,118,
Czechia,Heat - Other energy industry own use,1994,Terajoules,123,
Czechia,Heat - Other energy industry own use,1993,Terajoules,145,
Czechia,Heat - Other energy industry own use,1992,Terajoules,23474,
Czechia,Heat - Losses,2020,Terajoules,6040,
Czechia,Heat - Losses,2019,Terajoules,6164.361,
Czechia,Heat - Losses,2018,Terajoules,5859,
Czechia,Heat - Losses,2017,Terajoules,6912.317,
Czechia,Heat - Losses,2016,Terajoules,7110,
Czechia,Heat - Losses,2015,Terajoules,6713,
Czechia,Heat - Losses,2014,Terajoules,6421,
Czechia,Heat - Losses,2013,Terajoules,6610,
Czechia,Heat - Losses,2012,Terajoules,6616,
Czechia,Heat - Losses,2011,Terajoules,6517,
Czechia,Heat - Losses,2010,Terajoules,7221,
Czechia,Heat - Losses,2009,Terajoules,17499,
Czechia,Heat - Losses,2008,Terajoules,18530,
Czechia,Heat - Losses,2007,Terajoules,18102,
Czechia,Heat - Losses,2006,Terajoules,18805,
Czechia,Heat - Losses,2005,Terajoules,20991,
Czechia,Heat - Losses,2004,Terajoules,19604,
Czechia,Heat - Losses,2003,Terajoules,20635,
Czechia,Heat - Losses,2002,Terajoules,16475,
Czechia,Heat - Losses,2001,Terajoules,17226,
Czechia,Heat - Losses,2000,Terajoules,11558,
Czechia,Heat - Losses,1999,Terajoules,8015,
Czechia,Heat - Losses,1998,Terajoules,8912,
Czechia,Heat - Losses,1997,Terajoules,10085,
Czechia,Heat - Losses,1996,Terajoules,7917,
Czechia,Heat - Losses,1995,Terajoules,6971,
Czechia,Heat - Losses,1994,Terajoules,6255,
Czechia,Heat - Losses,1993,Terajoules,7441,
Czechia,Heat - Losses,1992,Terajoules,14579,
Czechia,Heat - Final energy consumption,2020,Terajoules,59541.963,
Czechia,Heat - Final energy consumption,2019,Terajoules,84970.349,
Czechia,Heat - Final energy consumption,2018,Terajoules,86671.278,
Czechia,Heat - Final energy consumption,2017,Terajoules,89546.622,
Czechia,Heat - Final energy consumption,2016,Terajoules,88144,
Czechia,Heat - Final energy consumption,2015,Terajoules,85033,
Czechia,Heat - Final energy consumption,2014,Terajoules,84159,
Czechia,Heat - Final energy consumption,2013,Terajoules,95544,
Czechia,Heat - Final energy consumption,2012,Terajoules,97222,
Czechia,Heat - Final energy consumption,2011,Terajoules,95794,
Czechia,Heat - Final energy consumption,2010,Terajoules,101558,
Czechia,Heat - Final energy consumption,2009,Terajoules,86728,
Czechia,Heat - Final energy consumption,2008,Terajoules,93315,
Czechia,Heat - Final energy consumption,2007,Terajoules,95186,
Czechia,Heat - Final energy consumption,2006,Terajoules,96862,
Czechia,Heat - Final energy consumption,2005,Terajoules,103742,
Czechia,Heat - Final energy consumption,2004,Terajoules,109461,
Czechia,Heat - Final energy consumption,2003,Terajoules,111074,
Czechia,Heat - Final energy consumption,2002,Terajoules,110601,
Czechia,Heat - Final energy consumption,2001,Terajoules,116955,
Czechia,Heat - Final energy consumption,2000,Terajoules,109848,
Czechia,Heat - Final energy consumption,1999,Terajoules,123844,
Czechia,Heat - Final energy consumption,1998,Terajoules,132784,
Czechia,Heat - Final energy consumption,1997,Terajoules,153059,
Czechia,Heat - Final energy consumption,1996,Terajoules,165728,
Czechia,Heat - Final energy consumption,1995,Terajoules,153411,
Czechia,Heat - Final energy consumption,1994,Terajoules,136347,
Czechia,Heat - Final energy consumption,1993,Terajoules,139154,
Czechia,Heat - Final energy consumption,1992,Terajoules,125705,
Czechia,"Heat - Consumption by manufacturing, construction and non-fuel industry",2019,Terajoules,24119.325,
Czechia,"Heat - Consumption by manufacturing, construction and non-fuel industry",2018,Terajoules,23907.803,
Czechia,"Heat - Consumption by manufacturing, construction and non-fuel industry",2017,Terajoules,24224.344,
Czechia,"Heat - Consumption by manufacturing, construction and non-fuel industry",2016,Terajoules,23390,
Czechia,"Heat - Consumption by manufacturing, construction and non-fuel industry",2015,Terajoules,22864,
Czechia,"Heat - Consumption by manufacturing, construction and non-fuel industry",2014,Terajoules,22632,
Czechia,"Heat - Consumption by manufacturing, construction and non-fuel industry",2013,Terajoules,25042,
Czechia,"Heat - Consumption by manufacturing, construction and non-fuel industry",2012,Terajoules,27015,
Czechia,"Heat - Consumption by manufacturing, construction and non-fuel industry",2011,Terajoules,27391,
Czechia,"Heat - Consumption by manufacturing, construction and non-fuel industry",2010,Terajoules,26522,
Czechia,"Heat - Consumption by manufacturing, construction and non-fuel industry",2009,Terajoules,22246,
Czechia,"Heat - Consumption by manufacturing, construction and non-fuel industry",2008,Terajoules,26792,
Czechia,"Heat - Consumption by manufacturing, construction and non-fuel industry",2007,Terajoules,28916,
Czechia,"Heat - Consumption by manufacturing, construction and non-fuel industry",2006,Terajoules,29481,
Czechia,"Heat - Consumption by manufacturing, construction and non-fuel industry",2005,Terajoules,28952,
Czechia,"Heat - Consumption by manufacturing, construction and non-fuel industry",2004,Terajoules,33517,
Czechia,"Heat - Consumption by manufacturing, construction and non-fuel industry",2003,Terajoules,32810,
Czechia,"Heat - Consumption by manufacturing, construction and non-fuel industry",2002,Terajoules,31573,
Czechia,"Heat - Consumption by manufacturing, construction and non-fuel industry",2001,Terajoules,33030,
Czechia,"Heat - Consumption by manufacturing, construction and non-fuel industry",2000,Terajoules,32682,
Czechia,"Heat - Consumption by manufacturing, construction and non-fuel industry",1999,Terajoules,38529,
Czechia,"Heat - Consumption by manufacturing, construction and non-fuel industry",1998,Terajoules,65013,
Czechia,"Heat - Consumption by manufacturing, construction and non-fuel industry",1997,Terajoules,88440,
Czechia,"Heat - Consumption by manufacturing, construction and non-fuel industry",1996,Terajoules,101490,
Czechia,"Heat - Consumption by manufacturing, construction and non-fuel industry",1995,Terajoules,92282,
Czechia,"Heat - Consumption by manufacturing, construction and non-fuel industry",1994,Terajoules,83043,
Czechia,"Heat - Consumption by manufacturing, construction and non-fuel industry",1993,Terajoules,84722,
Czechia,"Heat - Consumption by manufacturing, construction and non-fuel industry",1992,Terajoules,51001,
Czechia,Heat - Consumption by iron and steel,2019,Terajoules,3093.214,
Czechia,Heat - Consumption by iron and steel,2018,Terajoules,2933.154,
Czechia,Heat - Consumption by iron and steel,2017,Terajoules,3267.9,
Czechia,Heat - Consumption by iron and steel,2016,Terajoules,3017,
Czechia,Heat - Consumption by iron and steel,2015,Terajoules,2868,
Czechia,Heat - Consumption by iron and steel,2014,Terajoules,3144,
Czechia,Heat - Consumption by iron and steel,2013,Terajoules,4220,
Czechia,Heat - Consumption by iron and steel,2012,Terajoules,5206,
Czechia,Heat - Consumption by iron and steel,2011,Terajoules,5188,
Czechia,Heat - Consumption by iron and steel,2010,Terajoules,3664,
Czechia,Heat - Consumption by iron and steel,2009,Terajoules,1993,
Czechia,Heat - Consumption by iron and steel,2008,Terajoules,2214,
Czechia,Heat - Consumption by iron and steel,2007,Terajoules,2507,
Czechia,Heat - Consumption by iron and steel,2006,Terajoules,3037,
Czechia,Heat - Consumption by iron and steel,2005,Terajoules,3070,
Czechia,Heat - Consumption by iron and steel,2004,Terajoules,4318,
Czechia,Heat - Consumption by iron and steel,2003,Terajoules,3855,
Czechia,Heat - Consumption by iron and steel,2002,Terajoules,4097,
Czechia,Heat - Consumption by iron and steel,2001,Terajoules,4138,
Czechia,Heat - Consumption by iron and steel,2000,Terajoules,4825,
Czechia,Heat - Consumption by iron and steel,1999,Terajoules,5254,
Czechia,Heat - Consumption by chemical and petrochemical,2019,Terajoules,7353.756,
Czechia,Heat - Consumption by chemical and petrochemical,2018,Terajoules,7642.028,
Czechia,Heat - Consumption by chemical and petrochemical,2017,Terajoules,7394.978,
Czechia,Heat - Consumption by chemical and petrochemical,2016,Terajoules,7488,
Czechia,Heat - Consumption by chemical and petrochemical,2015,Terajoules,7963,
Czechia,Heat - Consumption by chemical and petrochemical,2014,Terajoules,8272,
Czechia,Heat - Consumption by chemical and petrochemical,2013,Terajoules,8638,
Czechia,Heat - Consumption by chemical and petrochemical,2012,Terajoules,8877,
Czechia,Heat - Consumption by chemical and petrochemical,2011,Terajoules,8900,
Czechia,Heat - Consumption by chemical and petrochemical,2010,Terajoules,8861,
Czechia,Heat - Consumption by chemical and petrochemical,2009,Terajoules,8084,
Czechia,Heat - Consumption by chemical and petrochemical,2008,Terajoules,8457,
Czechia,Heat - Consumption by chemical and petrochemical,2007,Terajoules,8505,
Czechia,Heat - Consumption by chemical and petrochemical,2006,Terajoules,8127,
Czechia,Heat - Consumption by chemical and petrochemical,2005,Terajoules,8755,
Czechia,Heat - Consumption by chemical and petrochemical,2004,Terajoules,8459,
Czechia,Heat - Consumption by chemical and petrochemical,2003,Terajoules,7929,
Czechia,Heat - Consumption by chemical and petrochemical,2002,Terajoules,8440,
Czechia,Heat - Consumption by chemical and petrochemical,2001,Terajoules,8740,
Czechia,Heat - Consumption by chemical and petrochemical,2000,Terajoules,9657,
Czechia,Heat - Consumption by chemical and petrochemical,1999,Terajoules,10951,
Czechia,"Heat - Consumption by other manuf., const. and non-fuel ind.",2019,Terajoules,13672.355,
Czechia,"Heat - Consumption by other manuf., const. and non-fuel ind.",2018,Terajoules,13332.621,
Czechia,"Heat - Consumption by other manuf., const. and non-fuel ind.",2017,Terajoules,13561.466,
Czechia,"Heat - Consumption by other manuf., const. and non-fuel ind.",2016,Terajoules,12885,
Czechia,"Heat - Consumption by other manuf., const. and non-fuel ind.",2015,Terajoules,12033,
Czechia,"Heat - Consumption by other manuf., const. and non-fuel ind.",2014,Terajoules,11216,
Czechia,"Heat - Consumption by other manuf., const. and non-fuel ind.",2013,Terajoules,12184,
Czechia,"Heat - Consumption by other manuf., const. and non-fuel ind.",2012,Terajoules,12932,
Czechia,"Heat - Consumption by other manuf., const. and non-fuel ind.",2011,Terajoules,13303,
Czechia,"Heat - Consumption by other manuf., const. and non-fuel ind.",2010,Terajoules,13997,
Czechia,"Heat - Consumption by other manuf., const. and non-fuel ind.",2009,Terajoules,12169,
Czechia,"Heat - Consumption by other manuf., const. and non-fuel ind.",2008,Terajoules,16121,
Czechia,"Heat - Consumption by other manuf., const. and non-fuel ind.",2007,Terajoules,17904,
Czechia,"Heat - Consumption by other manuf., const. and non-fuel ind.",2006,Terajoules,18317,
Czechia,"Heat - Consumption by other manuf., const. and non-fuel ind.",2005,Terajoules,17127,
Czechia,"Heat - Consumption by other manuf., const. and non-fuel ind.",2004,Terajoules,20740,
Czechia,"Heat - Consumption by other manuf., const. and non-fuel ind.",2003,Terajoules,21026,
Czechia,"Heat - Consumption by other manuf., const. and non-fuel ind.",2002,Terajoules,19036,
Czechia,"Heat - Consumption by other manuf., const. and non-fuel ind.",2001,Terajoules,20152,
Czechia,"Heat - Consumption by other manuf., const. and non-fuel ind.",2000,Terajoules,18200,
Czechia,"Heat - Consumption by other manuf., const. and non-fuel ind.",1999,Terajoules,22324,
Czechia,"Heat - Consumption by other manuf., const. and non-fuel ind.",1998,Terajoules,65013,
Czechia,"Heat - Consumption by other manuf., const. and non-fuel ind.",1997,Terajoules,88440,
Czechia,"Heat - Consumption by other manuf., const. and non-fuel ind.",1996,Terajoules,101490,
Czechia,"Heat - Consumption by other manuf., const. and non-fuel ind.",1995,Terajoules,92282,
Czechia,"Heat - Consumption by other manuf., const. and non-fuel ind.",1994,Terajoules,83043,
Czechia,"Heat - Consumption by other manuf., const. and non-fuel ind.",1993,Terajoules,84722,
Czechia,"Heat - Consumption by other manuf., const. and non-fuel ind.",1992,Terajoules,51001,
Czechia,Heat - Consumption by non-ferrous metals,2019,Terajoules,42.44,
