Country,Activity,Year,Unit,Quantity
Slovakia,Fuel,2010,Terajoules,2060
Slovakia,Fuel,2009,Terajoules,1843
Slovakia,Fuel,2008,Terajoules,2516
Slovakia,Fuel,2007,Terajoules,2581
Slovakia,Fuel,2006,Terajoules,2368
Slovakia,Fuel,2005,Terajoules,2138
Slovakia,Fuel,2004,Terajoules,3139
Slovakia,Fuel,2003,Terajoules,3475
Slovakia,Fuel,2002,Terajoules,2333
Slovakia,Fuel,2001,Terajoules,5238
Slovakia,Fuel,2000,Terajoules,2904
Slovakia,Fuel,1999,Terajoules,3369
Slovakia,Fuel,1998,Terajoules,3404
Slovakia,Fuel,1997,Terajoules,3904
Slovakia,Fuel,1996,Terajoules,4044
Slovakia,Fuel,1995,Terajoules,3718
Slovakia,Fuel,1994,Terajoules,3426
Slovakia,Fuel,1993,Terajoules,3523
Slovakia,Fuel,1992,Terajoules,3022
Slovakia,Fuel,2019,Terajoules,1768
Slovakia,Fuel,2018,Terajoules,1862
Slovakia,Fuel,2017,Terajoules,1961
Slovakia,Fuel,2016,Terajoules,2097
Slovakia,Fuel,2015,Terajoules,2053
Slovakia,Fuel,2014,Terajoules,1256
Slovakia,Fuel,2013,Terajoules,1723
Slovakia,Fuel,2012,Terajoules,1954
Slovakia,Fuel,2011,Terajoules,1711
Slovakia,Fuel,2010,Terajoules,1729
Slovakia,Fuel,2009,Terajoules,1410
Slovakia,Fuel,2008,Terajoules,2032
Slovakia,Fuel,2007,Terajoules,3239
Slovakia,Fuel,2006,Terajoules,4595
Slovakia,Fuel,2005,Terajoules,6843
Slovakia,Fuel,2004,Terajoules,6550
Slovakia,Fuel,2003,Terajoules,5858
Slovakia,Fuel,2002,Terajoules,6741
Slovakia,Fuel,2001,Terajoules,6261
Slovakia,Fuel,2000,Terajoules,4879
Slovakia,Fuel,1999,Terajoules,4759
Slovakia,Fuel,1998,Terajoules,4892
Slovakia,Fuel,1997,Terajoules,5104
Slovakia,Fuel,1996,Terajoules,4224
Slovakia,Fuel,1995,Terajoules,3811
Slovakia,Fuel,1994,Terajoules,2549
Slovakia,Fuel,1993,Terajoules,2611
Slovakia,Fuel,1992,Terajoules,2500
Slovakia,Energy,2019,Terajoules,1741
Slovakia,Energy,2018,Terajoules,1894
Slovakia,Energy,2017,Terajoules,2490
Slovakia,Energy,2016,Terajoules,2558
Slovakia,Energy,2015,Terajoules,2352
Slovakia,Energy,2014,Terajoules,2197
Slovakia,Energy,2013,Terajoules,2413
Slovakia,Energy,2012,Terajoules,2328
Slovakia,Energy,2011,Terajoules,2406
Slovakia,Energy,2010,Terajoules,2320
Slovakia,Energy,2009,Terajoules,2173
Slovakia,Energy,2008,Terajoules,2199
Slovakia,Energy,2007,Terajoules,2317
Slovakia,Energy,2006,Terajoules,2207
Slovakia,Energy,2005,Terajoules,3091
Slovakia,Energy,2004,Terajoules,1670
Slovakia,Energy,2003,Terajoules,1604
Slovakia,Energy,2002,Terajoules,169
Slovakia,Energy,2001,Terajoules,180
Slovakia,Energy,2000,Terajoules,5465
Slovakia,Energy,1999,Terajoules,5640
Slovakia,Energy,1998,Terajoules,5200
Slovakia,Energy,1997,Terajoules,5000
Slovakia,Energy,1996,Terajoules,5550
Slovakia,Energy,1995,Terajoules,6445
Slovakia,Energy,1994,Terajoules,5700
Slovakia,Energy,1993,Terajoules,5500
Slovakia,Energy,1992,Terajoules,7166
Slovakia,Own Use,2019,Terajoules,43
Slovakia,Own Use,2018,Terajoules,48
Slovakia,Own Use,2017,Terajoules,64
Slovakia,Own Use,2016,Terajoules,55
Slovakia,Own Use,2015,Terajoules,70
Slovakia,Own Use,2014,Terajoules,68
Slovakia,Own Use,2013,Terajoules,81
Slovakia,Own Use,2012,Terajoules,112
Slovakia,Own Use,2011,Terajoules,109
Slovakia,Own Use,2010,Terajoules,122
Slovakia,Own Use,2009,Terajoules,135
Slovakia,Own Use,2008,Terajoules,149
Slovakia,Own Use,2007,Terajoules,126
Slovakia,Own Use,2006,Terajoules,151
Slovakia,Own Use,2005,Terajoules,164
Slovakia,Own Use,2004,Terajoules,164
Slovakia,Own Use,2003,Terajoules,164
Slovakia,Own Use,2002,Terajoules,169
Slovakia,Own Use,2001,Terajoules,180
Slovakia,Own Use,2019,Terajoules,1129
Slovakia,Own Use,2018,Terajoules,1244
Slovakia,Own Use,2017,Terajoules,1191
Slovakia,Own Use,2016,Terajoules,1204
Slovakia,Own Use,2015,Terajoules,1157
Slovakia,Own Use,2014,Terajoules,1205
Slovakia,Own Use,2013,Terajoules,1258
Slovakia,Own Use,2012,Terajoules,1158
Slovakia,Own Use,2011,Terajoules,1131
Slovakia,Own Use,2010,Terajoules,929
Slovakia,Own Use,2009,Terajoules,823
Slovakia,Own Use,2008,Terajoules,795
Slovakia,Own Use,2007,Terajoules,943
Slovakia,Own Use,2006,Terajoules,922
Slovakia,Own Use,2005,Terajoules,915
Slovakia,Own Use,2004,Terajoules,947
Slovakia,Own Use,2003,Terajoules,932
Slovakia,Own Use,2019,Terajoules,569
Slovakia,Own Use,2018,Terajoules,602
Slovakia,Own Use,2017,Terajoules,446
Slovakia,Own Use,2016,Terajoules,460
Slovakia,Own Use,2015,Terajoules,397
Slovakia,Own Use,2014,Terajoules,346
Slovakia,Own Use,2013,Terajoules,368
Slovakia,Own Use,2012,Terajoules,371
Slovakia,Own Use,2017,Terajoules,789
Slovakia,Own Use,2016,Terajoules,839
Slovakia,Own Use,2015,Terajoules,728
Slovakia,Own Use,2014,Terajoules,578
Slovakia,Own Use,2013,Terajoules,706
Slovakia,Own Use,2012,Terajoules,687
Slovakia,Own Use,2011,Terajoules,756
Slovakia,Own Use,2010,Terajoules,849
Slovakia,Own Use,2009,Terajoules,851
Slovakia,Own Use,2008,Terajoules,843
Slovakia,Own Use,2007,Terajoules,782
Slovakia,Own Use,2006,Terajoules,624
Slovakia,Own Use,2005,Terajoules,1491
Slovakia,Own Use,2004,Terajoules,60
Slovakia,Own Use,2003,Terajoules,109
Slovakia,Own Use,2020,Terajoules,-28568
Slovakia,Own Use,2019,Terajoules,2410
Slovakia,Own Use,2018,Terajoules,2810
Slovakia,Own Use,2017,Terajoules,2832
Slovakia,Own Use,2016,Terajoules,2122
Slovakia,Own Use,2015,Terajoules,2091
Slovakia,Own Use,2014,Terajoules,1745
Slovakia,Own Use,2013,Terajoules,3470
Slovakia,Own Use,2012,Terajoules,2856
Slovakia,Own Use,2011,Terajoules,3345
Slovakia,Own Use,2010,Terajoules,4821
Slovakia,Own Use,2009,Terajoules,2605
Slovakia,Own Use,2008,Terajoules,2089
Slovakia,Own Use,2007,Terajoules,3601
Slovakia,Own Use,2006,Terajoules,3505
Slovakia,Own Use,2005,Terajoules,3703
Slovakia,Own Use,2004,Terajoules,3533
Slovakia,Own Use,2003,Terajoules,3535
Slovakia,Own Use,2002,Terajoules,2725
Slovakia,Own Use,2001,Terajoules,5256
Slovakia,Own Use,2000,Terajoules,0
Slovakia,Own Use,1999,Terajoules,0
Slovakia,Own Use,1998,Terajoules,0
Slovakia,Own Use,1997,Terajoules,0
Slovakia,Own Use,1996,Terajoules,0
Slovakia,Own Use,1995,Terajoules,0
Slovakia,Own Use,1994,Terajoules,0
Slovakia,Own Use,1993,Terajoules,0
Slovakia,Own Use,1992,Terajoules,0
Slovakia,Energy,2015,Terajoules,0
Slovakia,Energy,2014,Terajoules,0
Slovakia,Energy,2013,Terajoules,0
Slovakia,Energy,2012,Terajoules,0
Slovakia,Energy,2011,Terajoules,410
Slovakia,Energy,2010,Terajoules,420
Slovakia,Energy,2009,Terajoules,364
Slovakia,Energy,2008,Terajoules,412
Slovakia,Energy,2007,Terajoules,466
Slovakia,Energy,2006,Terajoules,510
Slovakia,Energy,2005,Terajoules,521
Slovakia,Energy,2004,Terajoules,499
Slovakia,Energy,2003,Terajoules,399
Slovakia,Energy,2002,Terajoules,0
Slovakia,Energy,2001,Terajoules,0
Slovakia,Energy,2000,Terajoules,5465
Slovakia,Energy,1999,Terajoules,5640
Slovakia,Energy,1998,Terajoules,5200
Slovakia,Energy,1997,Terajoules,5000
Slovakia,Energy,1996,Terajoules,5550
Slovakia,Energy,1995,Terajoules,6445
Slovakia,Energy,1994,Terajoules,5700
Slovakia,Energy,1993,Terajoules,5500
Slovakia,Energy,1992,Terajoules,7166
Slovakia,Energy,2019,Terajoules,22913
Slovakia,Energy,2018,Terajoules,23480
Slovakia,Energy,2017,Terajoules,28025
Slovakia,Energy,2016,Terajoules,28032
Slovakia,Energy,2015,Terajoules,26471
Slovakia,Energy,2014,Terajoules,25524
Slovakia,Energy,2013,Terajoules,31093
Slovakia,Energy,2012,Terajoules,31943
Slovakia,Energy,2011,Terajoules,32133
Slovakia,Energy,2010,Terajoules,35649
Slovakia,Energy,2009,Terajoules,32182
Slovakia,Energy,2008,Terajoules,29888
Slovakia,Energy,2007,Terajoules,31084
Slovakia,Energy,2006,Terajoules,34719
Slovakia,Energy,2005,Terajoules,39826
Slovakia,Energy,2004,Terajoules,42032
Slovakia,Energy,2003,Terajoules,42945
Slovakia,Energy,2002,Terajoules,42735
Slovakia,Energy,2001,Terajoules,44261
Slovakia,Energy,2000,Terajoules,25916
Slovakia,Energy,1999,Terajoules,26666
Slovakia,Energy,1998,Terajoules,33056
Slovakia,Energy,1997,Terajoules,30940
Slovakia,Energy,1996,Terajoules,35250
Slovakia,Energy,1995,Terajoules,30243
Slovakia,Energy,1994,Terajoules,24954
Slovakia,Energy,1993,Terajoules,26895
Slovakia,Energy,1992,Terajoules,27593
Slovakia,Consumption,2019,Terajoules,2897
Slovakia,Consumption,2018,Terajoules,2634
Slovakia,Consumption,2017,Terajoules,5607
Slovakia,Consumption,2016,Terajoules,5340
Slovakia,Consumption,2015,Terajoules,6275
Slovakia,Consumption,2014,Terajoules,5121
Slovakia,Consumption,2013,Terajoules,6112
Slovakia,Consumption,2012,Terajoules,6566
Slovakia,Consumption,2011,Terajoules,4415
Slovakia,Consumption,2010,Terajoules,4459
Slovakia,Consumption,2009,Terajoules,3454
Slovakia,Consumption,2008,Terajoules,2888
Slovakia,Consumption,2007,Terajoules,2581
Slovakia,Consumption,2006,Terajoules,2761
Slovakia,Consumption,2005,Terajoules,3433
Slovakia,Consumption,2004,Terajoules,4150
Slovakia,Consumption,2003,Terajoules,6494
Slovakia,Consumption,2002,Terajoules,1056
Slovakia,Consumption,2001,Terajoules,863
Slovakia,Consumption,2000,Terajoules,748
Slovakia,Consumption,1999,Terajoules,772
Slovakia,Consumption,1998,Terajoules,799
Slovakia,Consumption,1997,Terajoules,1251
Slovakia,Consumption,1996,Terajoules,1010
Slovakia,Consumption,1995,Terajoules,1230
Slovakia,Consumption,1994,Terajoules,1283
Slovakia,Consumption,1993,Terajoules,1244
Slovakia,Consumption,1992,Terajoules,1240
Slovakia,Consumption,2019,Terajoules,34
Slovakia,Consumption,2019,Terajoules,434
Slovakia,Consumption,2018,Terajoules,477
Slovakia,Consumption,2017,Terajoules,2680
Slovakia,Consumption,2016,Terajoules,2655
Slovakia,Consumption,2015,Terajoules,2708
Slovakia,Consumption,2014,Terajoules,2396
Slovakia,Consumption,2013,Terajoules,2820
Slovakia,Consumption,2012,Terajoules,2678
Slovakia,Consumption,2011,Terajoules,2640
Slovakia,Consumption,2010,Terajoules,2864
Slovakia,Consumption,2009,Terajoules,1927
Slovakia,Consumption,2008,Terajoules,1664
Slovakia,Consumption,2007,Terajoules,1492
Slovakia,Consumption,2006,Terajoules,1471
Slovakia,Consumption,2005,Terajoules,1725
Slovakia,Consumption,2004,Terajoules,1951
Slovakia,Consumption,2003,Terajoules,2535
Slovakia,Consumption,2002,Terajoules,151
Slovakia,Consumption,2019,Terajoules,2429
Slovakia,Consumption,2018,Terajoules,2157
Slovakia,Consumption,2017,Terajoules,2927
Slovakia,Consumption,2016,Terajoules,2685
Slovakia,Consumption,2015,Terajoules,3567
Slovakia,Consumption,2014,Terajoules,2725
Slovakia,Consumption,2013,Terajoules,3292
Slovakia,Consumption,2012,Terajoules,3888
Slovakia,Consumption,2011,Terajoules,1775
Slovakia,Consumption,2010,Terajoules,1595
Slovakia,Consumption,2009,Terajoules,1527
Slovakia,Consumption,2008,Terajoules,1224
Slovakia,Consumption,2007,Terajoules,1089
Slovakia,Consumption,2006,Terajoules,1290
Slovakia,Consumption,2005,Terajoules,1708
Slovakia,Consumption,2004,Terajoules,2199
Slovakia,Consumption,2003,Terajoules,3959
Slovakia,Consumption,2002,Terajoules,905
Slovakia,Consumption,2001,Terajoules,863
Slovakia,Consumption,2000,Terajoules,748
Slovakia,Consumption,1999,Terajoules,772
Slovakia,Consumption,1998,Terajoules,799
Slovakia,Consumption,1997,Terajoules,1251
Slovakia,Consumption,1996,Terajoules,1010
Slovakia,Consumption,1995,Terajoules,1230
Slovakia,Consumption,1994,Terajoules,1283
Slovakia,Consumption,1993,Terajoules,1244
Slovakia,Consumption,1992,Terajoules,1240
Slovakia,Consumption,2019,Terajoules,53
Slovakia,Consumption,2019,Terajoules,183
Slovakia,Consumption,2018,Terajoules,158
Slovakia,Consumption,2017,Terajoules,168
Slovakia,Consumption,2016,Terajoules,334
Slovakia,Consumption,2015,Terajoules,298
Slovakia,Consumption,2014,Terajoules,304
Slovakia,Consumption,2013,Terajoules,295
Slovakia,Consumption,2012,Terajoules,328
Slovakia,Consumption,2011,Terajoules,373
Slovakia,Consumption,2010,Terajoules,275
Slovakia,Consumption,2009,Terajoules,253
Slovakia,Consumption,2008,Terajoules,194
Slovakia,Consumption,2007,Terajoules,181
Slovakia,Consumption,2006,Terajoules,146
Slovakia,Consumption,2005,Terajoules,130
Slovakia,Consumption,2004,Terajoules,216
Slovakia,Consumption,2003,Terajoules,353
Slovakia,Consumption,2002,Terajoules,397
Slovakia,Consumption,2001,Terajoules,282
Slovakia,Consumption,2019,Terajoules,142
Slovakia,Consumption,2018,Terajoules,127
Slovakia,Consumption,2017,Terajoules,135
Slovakia,Consumption,2016,Terajoules,129
Slovakia,Consumption,2015,Terajoules,230
Slovakia,Consumption,2014,Terajoules,136
Slovakia,Consumption,2013,Terajoules,132
Slovakia,Consumption,2012,Terajoules,150
Slovakia,Consumption,2011,Terajoules,276
Slovakia,Consumption,2010,Terajoules,127
Slovakia,Consumption,2009,Terajoules,83
Slovakia,Consumption,2008,Terajoules,24
Slovakia,Consumption,2007,Terajoules,91
Slovakia,Consumption,2006,Terajoules,100
Slovakia,Consumption,2005,Terajoules,122
Slovakia,Consumption,2004,Terajoules,0
Slovakia,Consumption,2003,Terajoules,159
Slovakia,Consumption,2002,Terajoules,55
Slovakia,Consumption,2001,Terajoules,85
Slovakia,Consumption,2000,Terajoules,182
Slovakia,Consumption,1999,Terajoules,188
Slovakia,Consumption,1998,Terajoules,195
Slovakia,Consumption,1997,Terajoules,305
Slovakia,Consumption,1996,Terajoules,246
Slovakia,Consumption,1995,Terajoules,300
Slovakia,Consumption,2019,Terajoules,279
Slovakia,Consumption,2000,Terajoules,171
Slovakia,Consumption,1999,Terajoules,176
Slovakia,Consumption,1998,Terajoules,182
Slovakia,Consumption,1997,Terajoules,285
Slovakia,Consumption,1996,Terajoules,230
Slovakia,Consumption,1995,Terajoules,280
Slovakia,Consumption,2019,Terajoules,3
Slovakia,Consumption,2015,Terajoules,0
Slovakia,Consumption,2014,Terajoules,0
Slovakia,Consumption,2013,Terajoules,3
Slovakia,Consumption,2012,Terajoules,1
Slovakia,Consumption,2011,Terajoules,3
Slovakia,Consumption,2010,Terajoules,3
Slovakia,Consumption,2009,Terajoules,0
Slovakia,Consumption,2008,Terajoules,2
Slovakia,Consumption,2007,Terajoules,0
Slovakia,Consumption,2006,Terajoules,2
Slovakia,Consumption,2005,Terajoules,1
Slovakia,Consumption,2004,Terajoules,0
Slovakia,Consumption,2003,Terajoules,5
Slovakia,Consumption,2002,Terajoules,5
Slovakia,Consumption,2001,Terajoules,12
Slovakia,Consumption,2019,Terajoules,269
Slovakia,Consumption,2018,Terajoules,290
Slovakia,Consumption,2017,Terajoules,199
Slovakia,Consumption,2016,Terajoules,219
Slovakia,Consumption,2015,Terajoules,175
Slovakia,Consumption,2014,Terajoules,183
Slovakia,Consumption,2013,Terajoules,218
Slovakia,Consumption,2012,Terajoules,138
Slovakia,Consumption,2011,Terajoules,66
Slovakia,Consumption,2010,Terajoules,64
Slovakia,Consumption,2009,Terajoules,60
Slovakia,Consumption,2008,Terajoules,82
Slovakia,Consumption,2007,Terajoules,63
Slovakia,Consumption,2006,Terajoules,149
Slovakia,Consumption,2005,Terajoules,72
Slovakia,Consumption,2004,Terajoules,1045
Slovakia,Consumption,2003,Terajoules,934
Slovakia,Consumption,2002,Terajoules,0
Slovakia,Consumption,2001,Terajoules,314
Slovakia,Consumption,2000,Terajoules,61
Slovakia,Consumption,1999,Terajoules,63
Slovakia,Consumption,1998,Terajoules,65
Slovakia,Consumption,1997,Terajoules,102
Slovakia,Consumption,1996,Terajoules,82
Slovakia,Consumption,1995,Terajoules,100
Slovakia,Consumption,2019,Terajoules,1386
Slovakia,Consumption,2018,Terajoules,1318
Slovakia,Consumption,2017,Terajoules,2271
Slovakia,Consumption,2016,Terajoules,1855
Slovakia,Consumption,2015,Terajoules,2734
Slovakia,Consumption,2014,Terajoules,2010
Slovakia,Consumption,2013,Terajoules,2477
Slovakia,Consumption,2012,Terajoules,3074
Slovakia,Consumption,2011,Terajoules,677
Slovakia,Consumption,2010,Terajoules,780
Slovakia,Consumption,2009,Terajoules,832
Slovakia,Consumption,2008,Terajoules,720
Slovakia,Consumption,2007,Terajoules,600
Slovakia,Consumption,2006,Terajoules,769
Slovakia,Consumption,2005,Terajoules,1010
Slovakia,Consumption,2004,Terajoules,904
Slovakia,Consumption,2003,Terajoules,2205
Slovakia,Consumption,2002,Terajoules,248
Slovakia,Consumption,2019,Terajoules,51
Slovakia,Consumption,2018,Terajoules,177
Slovakia,Consumption,2017,Terajoules,76
Slovakia,Consumption,2016,Terajoules,51
Slovakia,Consumption,2015,Terajoules,47
Slovakia,Consumption,2014,Terajoules,5
Slovakia,Consumption,2013,Terajoules,63
Slovakia,Consumption,2012,Terajoules,71
Slovakia,Consumption,2011,Terajoules,173
Slovakia,Consumption,2010,Terajoules,127
Slovakia,Consumption,2009,Terajoules,93
Slovakia,Consumption,2008,Terajoules,25
Slovakia,Consumption,2007,Terajoules,0
Slovakia,Consumption,2006,Terajoules,0
Slovakia,Consumption,2005,Terajoules,0
Slovakia,Consumption,2004,Terajoules,0
Slovakia,Consumption,2003,Terajoules,0
Slovakia,Consumption,2002,Terajoules,0
Slovakia,Consumption,2001,Terajoules,95
Slovakia,Consumption,2000,Terajoules,122
Slovakia,Consumption,1999,Terajoules,126
Slovakia,Consumption,1998,Terajoules,130
Slovakia,Consumption,1997,Terajoules,203
Slovakia,Consumption,1996,Terajoules,164
Slovakia,Consumption,1995,Terajoules,200
Slovakia,Consumption,2019,Terajoules,29
Slovakia,Consumption,2018,Terajoules,40
Slovakia,Consumption,2017,Terajoules,37
Slovakia,Consumption,2016,Terajoules,38
Slovakia,Consumption,2015,Terajoules,32
Slovakia,Consumption,2014,Terajoules,36
Slovakia,Consumption,2013,Terajoules,59
Slovakia,Consumption,2012,Terajoules,75
Slovakia,Consumption,2011,Terajoules,83
Slovakia,Consumption,2010,Terajoules,91
Slovakia,Consumption,2009,Terajoules,120
Slovakia,Consumption,2008,Terajoules,57
Slovakia,Consumption,2007,Terajoules,60
Slovakia,Consumption,2006,Terajoules,62
Slovakia,Consumption,2005,Terajoules,104
Slovakia,Consumption,2004,Terajoules,34
Slovakia,Consumption,2003,Terajoules,120
Slovakia,Consumption,2002,Terajoules,119
Slovakia,Consumption,2001,Terajoules,75
Slovakia,Consumption,2000,Terajoules,31
Slovakia,Consumption,1999,Terajoules,32
Slovakia,Consumption,1998,Terajoules,33
Slovakia,Consumption,1997,Terajoules,51
Slovakia,Consumption,1996,Terajoules,41
Slovakia,Consumption,1995,Terajoules,50
Slovakia,Consumption,2019,Terajoules,34
Slovakia,Consumption,2018,Terajoules,47
Slovakia,Consumption,2017,Terajoules,41
Slovakia,Consumption,2016,Terajoules,59
Slovakia,Consumption,2015,Terajoules,51
Slovakia,Consumption,2014,Terajoules,51
Slovakia,Consumption,2013,Terajoules,45
Slovakia,Consumption,2012,Terajoules,51
Slovakia,Consumption,2011,Terajoules,124
Slovakia,Consumption,2010,Terajoules,128
Slovakia,Consumption,2009,Terajoules,86
Slovakia,Consumption,2008,Terajoules,120
Slovakia,Consumption,2007,Terajoules,94
Slovakia,Consumption,2006,Terajoules,62
Slovakia,Consumption,2005,Terajoules,269
Slovakia,Consumption,2004,Terajoules,0
Slovakia,Consumption,2003,Terajoules,183
Slovakia,Consumption,2002,Terajoules,81
Slovakia,Consumption,2001,Terajoules,0
Slovakia,Consumption,2000,Terajoules,61
Slovakia,Consumption,1999,Terajoules,63
Slovakia,Consumption,1998,Terajoules,65
Slovakia,Consumption,1997,Terajoules,102
Slovakia,Consumption,1996,Terajoules,82
Slovakia,Consumption,1995,Terajoules,100
Slovakia,Consumption,2000,Terajoules,120
Slovakia,Consumption,1999,Terajoules,124
Slovakia,Consumption,1998,Terajoules,129
Slovakia,Consumption,1997,Terajoules,203
Slovakia,Consumption,1996,Terajoules,165
Slovakia,Consumption,1995,Terajoules,200
Slovakia,Consumption,1994,Terajoules,1283
Slovakia,Consumption,1993,Terajoules,1244
Slovakia,Consumption,1992,Terajoules,1240
Slovakia,Consumption,2019,Terajoules,20016
Slovakia,Consumption,2018,Terajoules,20846
Slovakia,Consumption,2017,Terajoules,22418
Slovakia,Consumption,2016,Terajoules,22692
Slovakia,Consumption,2015,Terajoules,20196
Slovakia,Consumption,2014,Terajoules,20403
Slovakia,Consumption,2013,Terajoules,24981
Slovakia,Consumption,2012,Terajoules,25377
Slovakia,Consumption,2011,Terajoules,27718
Slovakia,Consumption,2010,Terajoules,31190
Slovakia,Consumption,2009,Terajoules,28728
Slovakia,Consumption,2008,Terajoules,27000
Slovakia,Consumption,2007,Terajoules,28503
Slovakia,Consumption,2006,Terajoules,31958
Slovakia,Consumption,2005,Terajoules,36393
Slovakia,Consumption,2004,Terajoules,37882
Slovakia,Consumption,2003,Terajoules,36451
Slovakia,Consumption,2002,Terajoules,41679
Slovakia,Consumption,2001,Terajoules,43398
Slovakia,Consumption,2000,Terajoules,25168
Slovakia,Consumption,1999,Terajoules,25894
Slovakia,Consumption,1998,Terajoules,32257
Slovakia,Consumption,1997,Terajoules,29689
Slovakia,Consumption,1996,Terajoules,34240
Slovakia,Consumption,1995,Terajoules,29013
Slovakia,Consumption,1994,Terajoules,23671
Slovakia,Consumption,1993,Terajoules,25651
Slovakia,Consumption,1992,Terajoules,26353
Slovakia,Consumption,2019,Terajoules,16913
Slovakia,Consumption,2018,Terajoules,17450
Slovakia,Consumption,2017,Terajoules,18920
Slovakia,Consumption,2016,Terajoules,18775
Slovakia,Consumption,2015,Terajoules,18961
Slovakia,Consumption,2014,Terajoules,17906
Slovakia,Consumption,2013,Terajoules,20902
Slovakia,Consumption,2012,Terajoules,20177
Slovakia,Consumption,2011,Terajoules,19170
Slovakia,Consumption,2010,Terajoules,20563
Slovakia,Consumption,2009,Terajoules,19192
Slovakia,Consumption,2008,Terajoules,18546
Slovakia,Consumption,2007,Terajoules,20161
Slovakia,Consumption,2006,Terajoules,22768
Slovakia,Consumption,2005,Terajoules,26187
Slovakia,Consumption,2004,Terajoules,26131
Slovakia,Consumption,2003,Terajoules,28593
Slovakia,Consumption,2002,Terajoules,32761
Slovakia,Consumption,2001,Terajoules,36323
Slovakia,Consumption,2000,Terajoules,17004
Slovakia,Consumption,1999,Terajoules,17483
Slovakia,Consumption,1998,Terajoules,16922
Slovakia,Consumption,1997,Terajoules,16621
Slovakia,Consumption,1996,Terajoules,16435
Slovakia,Consumption,1995,Terajoules,16312
Slovakia,Consumption,1994,Terajoules,14018
Slovakia,Consumption,1993,Terajoules,13894
Slovakia,Consumption,1992,Terajoules,13550
Slovakia,Consumption,2019,Terajoules,37
Slovakia,Consumption,2018,Terajoules,37
Slovakia,Consumption,2017,Terajoules,29
Slovakia,Consumption,2016,Terajoules,29
Slovakia,Consumption,2015,Terajoules,29
Slovakia,Consumption,2014,Terajoules,35
Slovakia,Consumption,2013,Terajoules,38
Slovakia,Consumption,2012,Terajoules,44
Slovakia,Consumption,2011,Terajoules,141
Slovakia,Consumption,2010,Terajoules,142
Slovakia,Consumption,2009,Terajoules,166
Slovakia,Consumption,2008,Terajoules,204
Slovakia,Consumption,2007,Terajoules,209
Slovakia,Consumption,2006,Terajoules,168
Slovakia,Consumption,2005,Terajoules,179
Slovakia,Consumption,2004,Terajoules,181
Slovakia,Consumption,2003,Terajoules,300
Slovakia,Consumption,2002,Terajoules,270
Slovakia,Consumption,2001,Terajoules,287
Slovakia,Consumption,2000,Terajoules,430
Slovakia,Consumption,1999,Terajoules,444
Slovakia,Consumption,1998,Terajoules,443
Slovakia,Consumption,1997,Terajoules,934
Slovakia,Consumption,1996,Terajoules,905
Slovakia,Consumption,1995,Terajoules,960
Slovakia,Consumption,1994,Terajoules,696
Slovakia,Consumption,1993,Terajoules,558
Slovakia,Consumption,1992,Terajoules,803
Slovakia,Consumption,2019,Terajoules,3066
Slovakia,Consumption,2018,Terajoules,3359
Slovakia,Consumption,2017,Terajoules,3469
Slovakia,Consumption,2016,Terajoules,3888
Slovakia,Consumption,2015,Terajoules,1206
Slovakia,Consumption,2014,Terajoules,2462
Slovakia,Consumption,2013,Terajoules,4041
Slovakia,Consumption,2012,Terajoules,5156
Slovakia,Consumption,2011,Terajoules,8407
Slovakia,Consumption,2010,Terajoules,10485
Slovakia,Consumption,2009,Terajoules,9370
Slovakia,Consumption,2008,Terajoules,8250
Slovakia,Consumption,2007,Terajoules,8133
Slovakia,Consumption,2006,Terajoules,9022
Slovakia,Consumption,2005,Terajoules,10027
Slovakia,Consumption,2004,Terajoules,11570
Slovakia,Consumption,2003,Terajoules,7558
Slovakia,Consumption,2002,Terajoules,8648
Slovakia,Consumption,2001,Terajoules,6788
Slovakia,Consumption,2000,Terajoules,7734
Slovakia,Consumption,1999,Terajoules,7967
Slovakia,Consumption,1998,Terajoules,14892
Slovakia,Consumption,1997,Terajoules,12134
Slovakia,Consumption,1996,Terajoules,16900
Slovakia,Consumption,1995,Terajoules,11741
Slovakia,Consumption,1994,Terajoules,8957
Slovakia,Consumption,1993,Terajoules,11199
Slovakia,Consumption,1992,Terajoules,12000
Slovenia,Fuel,2019,Terajoules,7255.82
Slovenia,Fuel,2018,Terajoules,7643.493
Slovenia,Fuel,2017,Terajoules,7440.661
Slovenia,Fuel,2016,Terajoules,7305
Slovenia,Fuel,2015,Terajoules,6955
Slovenia,Fuel,2014,Terajoules,6267
Slovenia,Fuel,2013,Terajoules,7138
Slovenia,Fuel,2012,Terajoules,7102
Slovenia,Fuel,2011,Terajoules,7341
Slovenia,Fuel,2010,Terajoules,7527
Slovenia,Fuel,2009,Terajoules,6975
Slovenia,Fuel,2008,Terajoules,7130
Slovenia,Fuel,2007,Terajoules,6681
Slovenia,Fuel,2006,Terajoules,6877
Slovenia,Fuel,2005,Terajoules,6947
Slovenia,Fuel,2004,Terajoules,6676
Slovenia,Fuel,2003,Terajoules,6494
Slovenia,Fuel,2002,Terajoules,6131
Slovenia,Fuel,2001,Terajoules,5798
Slovenia,Fuel,2000,Terajoules,5505
Slovenia,Fuel,1999,Terajoules,5848
Slovenia,Fuel,1998,Terajoules,6175
Slovenia,Fuel,1997,Terajoules,5750
Slovenia,Fuel,1996,Terajoules,5952
Slovenia,Fuel,1995,Terajoules,5672
Slovenia,Fuel,1994,Terajoules,4919
